PCE,VOC,JSC,FF
4.55,644.0,10.83,0.65
5.13,651.0,11.58,0.68
1.2,580.0,3.1,0.66
3.0,670.0,6.9,0.66
3.8,680.0,8.3,0.68
3.0,670.0,6.7,0.67
3.5,660.0,8.3,0.63
5.1,680.0,10.0,0.74
1.65,543.0,4.43,0.68
0.97,594.0,2.41,0.68
1.08,593.0,2.73,0.67
2.41,566.0,6.52,0.65
2.72,568.0,7.38,0.65
2.3,543.0,6.77,0.63
2.68,562.0,7.77,0.62
3.4,690.0,7.6,0.64
2.1,640.0,5.0,0.66
3.2,720.0,6.9,0.65
4.6,760.0,9.4,0.64
3.7,720.0,8.3,0.62
3.1,660.0,7.1,0.66
0.55,550.0,1.7,0.6
1.1,570.0,3.0,0.67
3.3,710.0,7.7,0.61
2.4,640.0,6.0,0.63
3.7,690.0,8.6,0.63
2.9,660.0,7.1,0.62
0.91,620.0,2.3,0.64
5.87,701.0,12.7,0.66
4.59,660.0,11.03,0.63
3.38,660.0,7.95,0.64
5.01,660.0,11.82,0.65
4.31,630.0,10.63,0.64
1.92,620.0,5.12,0.61
1.6,590.0,4.78,0.57
2.1,630.0,5.0,0.67
4.53,620.0,12.11,0.61
3.43,560.0,9.55,0.64
3.69,630.0,9.44,0.62
8.42,680.0,17.43,0.71
6.88,626.0,15.56,0.7
3.08,620.0,6.95,0.714
1.79,680.0,3.88,0.68
3.6,644.0,8.15,0.685
3.4,650.0,7.82,0.66
3.94,504.0,12.72,0.614
4.36,525.0,12.28,0.676
3.82,462.0,15.7,0.527
4.02,591.0,12.72,0.525
5.03,572.0,13.51,0.651
4.09,529.0,13.87,0.556
1.42,442.0,5.42,0.591
0.91,403.0,3.56,0.633
6.05,797.0,11.9,0.638
1.04,577.46,2.89,0.53
1.43,373.0,6.32,0.608
2.91,508.0,9.88,0.58
2.01,462.0,8.69,0.502
3.71,510.0,10.89,0.668
3.31,447.0,14.69,0.504
8.43,656.0,18.99,0.678
8.85,644.0,19.86,0.694
9.4,710.0,18.68,0.707
1.79,568.0,4.63,0.67
4.58,725.0,10.38,0.62
4.46,651.0,10.63,0.64
2.53,632.0,6.43,0.65
1.04,552.0,3.07,0.61
3.37,698.0,9.39,0.51
2.38,640.0,7.76,0.51
2.34,630.0,6.13,0.56
3.86,601.0,8.46,0.76
8.56,657.0,17.5,0.74
7.22,618.0,16.25,0.72
8.29,646.0,17.82,0.72
7.63,692.0,17.26,0.64
8.99,689.0,18.28,0.71
8.15,689.0,16.99,0.7
2.4,640.0,5.6,0.66
8.26,638.0,19.08,0.682
8.4,702.0,17.88,0.67
8.56,649.0,17.95,0.73
8.9,661.0,17.93,0.74
9.02,702.0,18.15,0.71
9.04,696.0,18.0,0.72
8.49,649.0,18.53,0.71
5.09,614.0,12.28,0.68
6.84,627.0,15.29,0.72
3.99,622.0,9.77,0.65
5.08,639.0,11.63,0.68
6.51,645.0,18.75,0.538
5.5,584.0,17.5,0.538
5.6,628.0,17.38,0.513
5.93,569.0,19.56,0.533
3.0,690.0,6.22,0.7
4.0,670.0,8.1,0.74
4.4,680.0,8.5,0.76
5.1,730.0,9.5,0.74
7.4,700.0,13.8,0.77
7.8,700.0,14.6,0.76
7.3,660.0,15.0,0.74
2.57,558.0,7.8,0.59
1.84,581.0,5.0,0.64
2.04,578.0,6.0,0.59
1.04,403.0,5.1,0.52
4.12,620.0,9.35,0.71
3.82,640.0,8.3,0.72
5.87,628.0,14.16,0.66
2.06,557.0,5.8,0.64
2.42,579.0,6.7,0.63
0.74,457.0,2.7,0.61
2.55,539.0,8.6,0.55
4.31,710.0,9.46,0.64
4.31,690.0,10.25,0.61
6.85,639.0,14.3,0.75
4.64,629.0,10.4,0.71
5.31,604.0,12.91,0.68
6.78,633.0,14.28,0.75
7.76,672.0,15.0,0.77
7.23,673.0,14.15,0.76
3.5,640.0,7.63,0.72
3.6,690.0,6.89,0.75
3.9,670.0,8.0,0.72
3.7,570.0,8.74,0.74
6.9,686.0,14.8,0.68
5.87,640.0,13.3,0.69
5.64,750.0,11.4,0.66
6.2,676.0,13.5,0.68
5.93,770.0,11.5,0.67
7.18,650.0,16.0,0.69
7.69,635.0,17.8,0.68
7.06,775.0,13.6,0.67
5.29,720.0,10.8,0.68
2.6,650.0,6.0,0.66
5.07,589.0,11.8,0.73
6.86,800.0,13.0,0.66
6.62,631.0,15.2,0.69
7.05,620.0,16.5,0.69
5.58,708.0,11.6,0.68
3.62,635.0,8.5,0.67
6.5,655.0,14.0,0.68
6.38,630.0,14.9,0.68
6.03,762.0,12.0,0.66
4.26,718.0,9.0,0.66
1.48,520.0,4.5,0.63
4.68,560.0,13.18,0.63
6.11,600.0,15.66,0.65
2.35,600.0,5.39,0.74
5.7,720.0,10.8,0.732
3.5,650.0,7.63,0.72
3.6,802.0,6.89,0.75
3.9,936.0,8.0,0.72
3.7,791.0,8.74,0.74
3.4,930.0,7.82,0.66
3.0,826.0,6.22,0.7
6.21,671.0,13.35,0.693
5.87,662.0,13.25,0.669
8.61,709.0,17.84,0.681
9.72,694.0,19.84,0.706
4.0,770.0,8.2,0.64
6.2,710.0,12.7,0.68
3.2,600.0,8.64,0.68
4.22,600.0,11.22,0.64
4.36,580.0,11.43,0.64
4.04,640.0,9.8,0.65
4.58,580.0,11.59,0.68
4.79,560.0,13.31,0.68
10.65,890.0,16.25,0.737
10.93,870.0,8.28,0.759
10.69,815.0,1.68,0.779
5.97,615.0,13.77,0.705
8.15,672.0,16.91,0.717
4.42,623.0,11.25,0.63
4.59,649.0,10.89,0.65
4.72,650.0,10.58,0.69
4.54,644.0,10.25,0.69
5.11,748.0,10.06,0.68
4.03,622.0,10.0,0.65
5.04,753.0,9.85,0.68
4.85,738.0,9.53,0.69
4.65,705.0,9.14,0.72
8.38,791.0,15.79,0.67
7.12,796.0,13.66,0.66
6.98,791.0,13.16,0.67
6.62,767.0,12.43,0.69
8.53,737.0,15.33,0.755
3.7,591.0,8.6,0.73
3.5,510.0,9.7,0.52
5.0,560.0,3.33,0.53
6.58,570.0,15.79,0.55
1.77,374.0,9.25,0.51
3.1,607.0,7.86,0.651
4.55,609.0,11.04,0.676
3.56,612.0,8.4,0.692
3.36,615.0,7.8,0.701
4.45,632.0,10.04,0.701
6.05,642.0,13.23,0.711
5.42,637.0,12.11,0.703
4.34,633.0,9.7,0.706
2.47,582.0,5.89,0.72
3.6,617.0,8.33,0.7
5.79,750.0,12.1,0.64
5.43,746.0,10.7,0.68
6.46,762.0,13.0,0.65
6.21,758.0,12.1,0.68
1.72,580.0,4.3,0.69
7.25,861.0,12.2,0.69
6.71,732.0,13.1,0.7
8.78,943.0,13.3,0.7
7.19,745.0,14.0,0.69
7.4,845.0,12.7,0.69
6.76,720.0,13.8,0.68
6.35,630.0,16.8,0.6
4.95,660.0,12.1,0.62
1.04,530.0,3.52,0.534
1.25,580.0,3.94,0.525
1.43,600.0,3.78,0.605
2.08,640.0,5.92,0.526
6.71,676.0,14.12,0.7
5.82,656.0,12.65,0.7
9.03,653.0,19.96,0.694
6.67,612.0,16.13,0.676
1.18,594.0,2.9,0.68
2.7,664.0,5.42,0.75
1.1,660.0,2.36,0.71
0.55,400.0,2.51,0.55
0.71,410.0,2.78,0.62
0.78,430.0,2.89,0.63
3.23,556.7,7.99,0.73
1.31,470.0,4.33,0.65
0.97,450.0,3.48,0.62
2.29,500.0,7.77,0.59
1.03,470.0,3.51,0.63
0.95,480.0,3.18,0.63
0.55,430.0,2.12,0.6
3.5,448.0,10.5,0.58
1.92,760.0,3.4,0.71
2.1,552.0,5.3,0.72
3.1,557.0,7.6,0.73
5.1,626.0,11.2,0.72
6.4,631.0,13.3,0.76
3.6,543.0,9.2,0.72
5.1,666.0,10.0,0.76
6.7,612.0,15.1,0.72
5.9,593.0,15.2,0.66
4.86,674.0,9.71,0.742
5.11,657.0,5.34,0.771
5.19,643.0,3.15,0.783
6.38,707.0,12.52,0.72
7.01,692.0,6.97,0.777
7.21,677.0,4.14,0.785
7.18,728.0,13.73,0.719
7.71,710.0,7.5,0.766
7.92,696.0,4.44,0.781
6.1,604.0,17.76,0.57
5.5,559.0,18.07,0.55
5.11,589.0,14.8,0.59
6.95,688.0,15.3,0.66
7.23,725.0,14.9,0.67
8.18,770.0,16.1,0.66
1.5,681.0,4.2,0.53
3.1,474.0,8.9,0.59
2.0,465.0,6.1,0.55
2.6,452.0,7.6,0.59
6.73,670.0,15.0,0.67
5.61,621.0,13.3,0.68
5.84,641.0,13.6,0.67
6.15,680.0,13.5,0.67
7.06,723.0,14.8,0.66
5.89,633.0,13.9,0.67
6.37,660.0,14.2,0.68
6.52,690.0,14.1,0.67
7.36,743.0,15.0,0.66
7.08,725.0,14.8,0.66
7.03,690.0,15.2,0.67
7.36,744.0,15.0,0.66
8.08,775.0,15.8,0.66
6.88,675.0,15.0,0.68
4.97,696.0,10.5,0.68
3.57,702.0,7.6,0.67
3.5,473.0,13.39,0.53
3.75,480.0,13.64,0.57
2.83,614.0,6.83,0.67
1.96,644.0,4.01,0.76
5.2,520.0,13.9,0.57
4.4,499.0,12.7,0.56
7.47,710.0,18.4,0.57
5.3,650.0,11.9,0.68
5.3,600.0,12.9,0.68
6.62,615.0,14.48,0.74
8.7,650.0,17.7,0.76
7.41,634.0,18.63,0.63
6.58,570.0,15.79,0.55
2.6,660.0,5.55,0.71
3.78,690.0,8.09,0.68
3.13,650.0,7.09,0.68
3.19,630.0,8.15,0.62
2.08,590.0,6.69,0.53
3.36,660.0,7.42,0.68
3.3,650.0,7.58,0.67
3.88,650.0,9.0,0.66
2.83,620.0,7.33,0.63
2.2,590.0,6.44,0.58
4.23,680.0,11.08,0.57
2.35,540.0,6.85,0.64
1.68,500.0,5.38,0.62
2.45,620.0,5.85,0.68
2.07,570.0,5.55,0.65
1.71,590.0,4.4,0.66
1.36,560.0,3.67,0.67
2.69,706.0,6.61,0.58
1.34,483.0,3.5,0.728
2.57,489.0,9.68,0.682
3.75,481.0,10.31,0.698
4.8,442.0,14.95,0.669
4.71,420.0,16.49,0.627
4.74,435.0,17.31,0.58
4.66,423.0,17.75,0.572
4.59,418.0,17.59,0.576
4.21,378.0,17.67,0.581
4.6,446.0,15.9,0.58
3.14,532.1,8.15,0.72
3.29,531.8,8.91,0.69
3.39,545.1,8.95,0.69
5.35,630.0,11.8,0.72
3.8,650.0,8.2,0.71
4.0,480.0,12.3,0.61
4.4,492.0,14.5,0.56
1.46,560.0,4.03,0.64
1.66,580.0,4.39,0.65
2.09,600.0,5.09,0.69
2.17,610.0,5.31,0.67
2.29,600.0,5.4,0.71
3.53,630.0,8.12,0.69
2.65,570.0,6.63,0.7
2.46,570.0,6.36,0.68
2.76,590.0,7.13,0.66
2.65,560.0,6.63,0.7
3.08,600.0,7.68,0.67
3.36,620.0,7.5,0.72
2.03,510.0,6.03,0.65
2.44,520.0,7.72,0.61
2.63,500.0,10.1,0.53
1.0,380.0,3.9,0.67
1.54,400.0,6.98,0.56
1.38,390.0,6.45,0.54
3.23,766.0,6.14,0.69
5.9,770.0,11.1,0.69
4.6,620.0,10.7,0.7
5.46,630.0,14.1,0.63
5.91,670.0,13.9,0.64
5.5,640.0,13.0,0.67
6.5,720.0,13.1,0.69
4.4,720.0,9.4,0.64
2.21,547.0,6.11,0.66
6.04,730.0,11.67,0.7079
3.08,670.0,6.19,0.7409
1.44,600.0,3.64,0.6597
1.96,391.0,9.06,0.55
2.94,530.0,8.42,0.65
2.8,450.0,10.19,0.6
2.63,430.0,10.21,0.59
1.11,610.0,2.45,0.74
0.7,550.0,1.87,0.69
2.11,520.0,5.9,0.68
2.23,520.0,6.76,0.64
4.83,719.0,9.9,0.68
5.55,722.0,11.4,0.68
6.05,738.0,12.0,0.68
6.65,741.0,13.2,0.68
4.8,740.0,9.1,0.71
6.3,720.0,12.5,0.7
7.7,710.0,15.3,0.71
8.63,750.0,18.32,0.628
5.76,779.0,10.7,0.69
6.9,729.0,12.9,0.74
7.15,650.0,16.0,0.69
7.05,820.0,13.09,0.657
4.01,680.0,8.23,0.72
5.33,700.0,10.72,0.71
2.55,600.0,5.46,0.71
3.19,620.0,7.14,0.72
0.58,510.0,1.69,0.67
1.01,530.0,2.6,0.73
9.7,712.0,18.61,0.734
8.9,742.0,16.75,0.715
8.2,713.0,15.69,0.731
8.3,738.0,16.85,0.67
8.5,735.0,16.88,0.682
8.2,731.0,15.6,0.718
9.1,736.0,19.0,0.649
7.2,689.0,15.5,0.677
6.9,703.0,14.1,0.704
8.6,779.0,16.2,0.678
7.7,805.0,12.8,0.748
9.7,891.0,14.7,0.743
8.89,680.0,17.48,0.747
6.46,760.0,12.05,0.68
8.11,780.0,14.89,0.6978
8.64,710.0,16.7,0.73
7.91,701.0,15.84,0.713
8.07,775.0,16.1,0.647
7.53,731.0,17.2,0.6
7.79,743.0,17.0,0.62
2.47,620.0,7.53,0.52
0.8,449.0,2.7,0.67
0.6,449.0,2.1,0.62
3.4,620.0,7.83,0.7
2.54,610.0,6.18,0.69
2.06,750.0,3.67,0.75
2.48,760.0,4.44,0.74
1.61,770.0,3.17,0.66
2.05,750.0,3.82,0.72
8.42,760.0,15.25,0.72
7.17,760.0,14.363,0.68
7.19,720.0,16.08,0.63
0.96,490.0,3.8,0.51
7.8,660.1,2.13,0.796
12.5,809.0,1.84,0.8
7.7,678.0,3.8,0.784
7.6,698.8,7.5,0.769
7.2,713.0,13.34,0.752
5.62,655.0,12.61,0.68
6.4,692.0,13.67,0.676
1.81,550.0,4.72,0.69
3.37,600.0,8.35,0.67
3.72,600.0,9.0,0.69
2.88,560.0,7.86,0.65
2.84,570.0,7.43,0.67
4.02,590.0,10.48,0.65
5.36,660.0,11.75,0.69
3.0,593.0,6.59,0.77
2.5,546.0,6.08,0.75
1.8,545.0,4.34,0.74
6.83,683.0,15.2,0.658
3.13,590.0,6.67,0.79
0.71,480.0,2.06,0.72
4.17,650.0,8.42,0.82
6.92,743.0,14.76,0.625
6.0,684.0,12.3,0.71
4.7,584.0,11.7,0.68
4.1,644.0,9.2,0.7
5.0,574.0,12.35,0.7
0.66,600.0,1.52,0.73
6.36,660.0,15.4,0.62
3.29,650.0,6.92,0.73
5.6,755.0,10.5,0.712
6.9,750.0,13.3,0.698
7.9,739.0,15.0,0.709
8.4,732.0,16.3,0.71
8.8,735.0,16.7,0.715
6.9,742.0,12.6,0.732
5.1,638.0,12.1,0.66
7.1,680.0,14.0,0.74
5.8,642.0,14.8,0.63
6.4,701.0,13.4,0.68
5.3,649.0,13.4,0.61
6.1,685.0,13.3,0.68
4.78,674.0,9.735,0.728
7.43,741.0,13.235,0.758
9.34,697.0,18.438,0.727
10.17,736.0,19.167,0.721
4.97,680.0,10.72,0.69
5.98,720.0,11.92,0.71
0.97,514.57,2.5,0.75
4.4,609.81,10.07,0.72
5.0,633.84,11.43,0.69
4.7,594.0,11.05,0.716
4.4,609.81,10.07,0.72
5.58,639.48,12.18,0.72
3.75,599.44,8.53,0.73
4.3,604.25,9.81,0.73
0.65,520.0,1.17,0.82
2.42,600.0,4.82,0.77
0.65,550.0,1.61,0.74
2.45,610.0,5.19,0.78
3.64,671.0,10.36,0.523
5.77,732.0,13.93,0.566
2.3,592.0,6.47,0.601
7.56,700.0,14.92,0.7243
9.0,740.0,17.1,0.7141
9.19,730.0,17.29,0.7246
7.93,720.0,15.22,0.7266
2.09,570.0,4.88,0.76
1.99,560.0,3.01,0.73
4.1,620.0,10.6,0.62
1.1,530.0,3.6,0.58
2.8,610.0,6.7,0.68
8.79,790.0,15.26,0.7324
8.92,790.0,15.45,0.7307
7.58,760.0,14.07,0.706
3.36,640.0,9.38,0.56
4.48,680.0,10.64,0.62
5.66,720.0,11.56,0.68
2.27,670.0,6.34,0.52
2.58,650.0,7.36,0.54
3.18,640.0,8.72,0.57
3.9,640.0,10.56,0.6
3.35,620.0,9.33,0.58
3.1,600.0,9.2,0.56
2.46,600.0,7.6,0.54
5.24,680.0,12.04,0.64
6.12,700.0,12.86,0.68
3.1,670.0,7.2,0.67
2.3,620.0,5.8,0.65
1.8,620.0,4.3,0.67
5.2,720.0,11.2,0.68
4.0,670.0,9.3,0.64
3.99,645.0,8.1,0.764
7.7,625.0,17.7,0.698
6.1,635.0,12.9,0.746
2.48,495.0,6.91,0.726
2.37,605.0,5.23,0.748
3.4,525.0,9.11,0.698
2.39,615.0,5.22,0.743
2.58,535.0,6.54,0.74
2.24,655.0,4.47,0.765
2.93,565.0,7.34,0.71
5.09,664.0,11.36,0.674
3.4,640.0,8.2,0.65
4.2,630.0,11.0,0.61
4.64,595.0,10.66,0.732
3.04,675.0,5.9,0.763
0.56,550.0,1.73,0.595
2.04,560.0,5.14,0.708
2.26,600.0,5.95,0.632
0.64,550.0,1.83,0.637
4.55,630.0,11.14,0.649
1.22,560.0,3.55,0.619
3.01,660.0,5.92,0.77
3.47,680.0,7.0,0.729
3.62,670.0,6.93,0.78
2.55,640.0,5.2,0.767
5.46,590.0,14.11,0.66
4.67,610.0,10.86,0.71
4.4,640.0,11.5,0.6
4.5,650.0,11.6,0.6
4.9,660.0,11.6,0.64
4.44,560.0,12.13,0.65
5.71,590.0,14.18,0.68
4.54,570.0,11.37,0.7
5.0,670.0,11.7,0.64
4.6,670.0,10.8,0.64
4.6,760.0,9.4,0.64
6.42,701.0,12.79,0.7163
6.3,650.0,13.3,0.73
9.48,765.0,8.52,0.77
9.31,785.0,15.82,0.75
4.56,819.0,7.27,0.76
6.19,810.0,9.94,0.77
8.0,718.0,17.34,0.65
8.35,750.0,16.3,0.67
8.08,750.0,15.66,0.69
4.54,560.0,11.56,0.7
2.61,690.0,6.06,0.63
3.26,770.0,7.37,0.57
3.22,735.0,7.28,0.6
3.28,745.0,6.76,0.65
3.35,740.0,7.27,0.62
3.42,745.0,7.26,0.63
4.44,605.0,10.81,0.68
6.23,710.0,13.76,0.64
6.05,710.0,12.94,0.66
5.59,675.0,12.7,0.65
5.46,685.0,12.23,0.65
5.69,685.0,12.42,0.67
4.26,605.0,11.25,0.63
5.72,705.0,12.56,0.65
6.42,714.0,13.01,0.7
10.27,733.0,19.36,0.73
7.21,797.0,11.73,0.77
7.78,788.0,12.86,0.76
4.54,580.0,1.26,0.62
7.5,700.0,14.8,0.71
5.4,810.0,8.9,0.74
6.6,800.0,11.1,0.74
3.1,820.0,6.0,0.6
6.01,650.0,15.9,0.58
8.02,765.0,15.7,0.668
8.56,760.0,15.64,0.72
7.8,783.0,14.157,0.7
6.4,810.0,10.656,0.74
7.4,790.0,13.064,0.72
7.5,699.0,14.56,0.735
4.53,610.0,10.66,0.69
3.98,620.0,9.41,0.68
3.94,750.0,7.07,0.743
2.93,680.0,6.01,0.718
4.16,710.0,8.01,0.732
3.61,630.0,8.82,0.65
4.46,660.0,9.94,0.68
3.12,620.0,7.06,0.7127
2.12,630.0,4.52,0.7444
1.56,600.0,3.54,0.7335
1.01,590.0,2.46,0.6986
3.55,620.0,7.92,0.7236
8.82,690.0,18.8,0.68
2.1,520.0,6.09,0.67
4.18,690.0,8.17,0.7418
4.79,730.0,9.09,0.7216
5.08,710.0,9.75,0.7344
0.95,493.0,2.8,0.69
1.27,551.0,3.33,0.69
2.22,577.0,5.83,0.66
1.89,568.0,5.56,0.597
6.35,750.0,13.2,0.641
3.3,710.0,7.74,0.6
2.65,720.0,5.74,0.65
2.34,670.0,5.86,0.6
0.81,670.0,2.07,0.58
7.09,713.0,14.36,0.69
4.77,648.0,10.65,0.69
5.92,689.0,12.19,0.7
5.75,610.0,13.1,0.72
7.59,700.0,15.72,0.69
8.75,723.0,17.17,0.7
9.31,705.0,18.23,0.73
2.22,570.0,5.43,0.72
5.51,680.0,11.3,0.71
5.6,640.0,17.11,0.51
5.55,640.0,12.83,0.68
5.8,630.0,13.71,0.67
6.47,640.0,15.59,0.65
9.73,730.0,17.77,0.75
6.97,680.0,14.17,0.72
5.37,579.0,12.94,0.712
9.51,720.0,17.76,0.74
6.7,680.0,14.2,0.69
10.03,720.0,18.82,0.74
5.0,697.0,10.42,0.69
7.1,714.0,14.8,0.67
6.8,712.0,14.27,0.67
4.2,623.0,9.42,0.71
5.5,704.0,12.21,0.64
7.0,722.0,13.99,0.69
6.3,682.0,12.92,0.717
8.1,689.0,17.26,0.681
7.4,685.0,15.51,0.7
5.4,644.0,11.78,0.708
4.1,624.0,9.07,0.727
6.01,680.0,14.27,0.62
4.23,630.0,12.51,0.54
4.38,580.0,12.76,0.59
5.0,600.0,13.61,0.62
9.25,727.0,18.035,0.7061
5.62,668.0,11.389,0.7386
8.31,698.0,16.714,0.7127
9.72,716.0,18.76,0.7229
8.37,676.0,17.432,0.7103
8.77,676.0,17.867,0.726
6.39,662.0,13.719,0.704
5.91,632.0,17.019,0.7212
10.05,710.0,20.397,0.694
8.92,669.0,18.561,0.7183
10.24,707.0,20.587,0.7037
8.94,714.0,18.33,0.6838
5.11,660.0,10.562,0.733
7.83,682.0,15.921,0.7208
6.62,654.0,14.044,0.7311
8.26,678.0,17.019,0.7162
10.06,711.0,19.627,0.7209
6.84,680.0,15.73,0.64
6.54,740.0,12.6,0.7
7.94,702.0,16.22,0.7
9.24,746.0,17.53,0.71
8.92,753.0,17.4,0.68
8.0,693.0,17.9,0.68
8.96,697.0,18.22,0.7
8.77,704.0,18.18,0.69
8.59,698.0,17.6,0.7
2.09,590.0,5.38,0.66
9.05,705.0,18.42,0.7
8.91,711.0,17.9,0.71
9.0,725.0,18.2,0.69
10.45,736.0,20.15,0.71
10.09,740.0,19.97,0.69
1.75,490.0,5.5,0.65
1.06,400.0,4.0,0.66
8.6,725.0,17.07,0.7
8.7,720.0,18.02,0.67
9.1,734.0,17.92,0.7
9.5,700.0,18.79,0.72
9.9,765.0,18.54,0.7
10.1,763.0,18.88,0.71
10.4,773.0,19.01,0.72
6.49,670.0,14.03,0.69
7.13,716.0,14.99,0.66
7.32,694.0,15.6,0.68
8.67,729.0,16.9,0.7
10.9,748.0,20.3,0.72
7.88,676.0,16.59,0.7
8.14,683.0,17.03,0.7
7.88,678.0,16.6,0.7
2.74,540.0,7.57,0.67
7.56,671.0,16.32,0.69
6.87,661.0,15.99,0.65
7.42,679.0,16.06,0.68
7.24,679.0,15.24,0.7
6.02,703.0,12.06,0.71
6.5,731.0,12.07,0.738
5.5,706.0,10.06,0.78
10.3,805.0,17.22,0.741
2.3,700.0,4.2,0.78
3.57,630.0,8.58,0.66
5.08,690.0,10.52,0.7
7.35,700.0,14.43,0.73
5.57,708.0,11.37,0.6913
5.25,660.0,10.9,0.73
3.65,660.0,10.4,0.53
6.25,660.0,13.38,0.71
5.09,660.0,11.02,0.7
3.5,630.0,7.93,0.7
5.99,670.0,12.66,0.71
5.51,660.0,11.99,0.69
3.36,570.0,9.04,0.66
11.9,965.0,17.3,0.71
7.6,772.0,15.0,0.66
9.4,832.0,15.8,0.71
13.07,843.0,1.843,0.841
13.15,896.0,9.177,0.798
12.29,927.0,17.053,0.779
9.5,745.0,1.5,0.82
9.5,805.0,8.0,0.76
8.4,825.0,14.9,0.69
12.2,792.0,1.77,0.809
12.5,862.0,9.57,0.773
12.2,891.0,18.21,0.746
12.5,875.0,1.7,0.77
5.16,650.0,15.89,0.5
2.51,570.0,6.28,0.7
12.7,940.0,9.3,0.74
5.9,710.0,12.6,0.67
8.1,676.0,17.43,0.686
5.5,631.0,12.05,0.721
6.6,634.0,14.87,0.7
1.35,439.0,4.59,0.6715
3.14,525.0,8.19,0.7321
0.92,443.0,3.04,0.6892
2.27,570.0,5.7,0.7
1.28,424.0,4.21,0.7188
7.23,713.0,14.06,0.721
2.57,679.0,5.09,0.743
4.28,651.0,8.79,0.748
2.86,632.0,6.03,0.752
8.04,745.0,15.37,0.702
6.03,720.0,11.59,0.723
5.8,696.0,11.3,0.737
3.64,673.0,7.17,0.755
7.7,829.0,13.54,0.683
4.6,749.0,8.15,0.76
6.6,774.0,12.93,0.657
4.9,689.0,9.88,0.72
6.02,703.0,12.06,0.71
8.45,730.0,15.72,0.74
3.75,650.0,8.6,0.58
7.7,700.0,15.8,0.7
7.7,730.0,15.6,0.68
8.8,780.0,17.3,0.65
10.4,917.0,14.46,0.784
3.13,575.0,7.8,0.7
0.73,530.0,2.26,0.61
1.54,550.0,3.98,0.7
1.75,590.0,4.04,0.74
8.32,755.0,16.42,0.671
9.5,754.0,18.78,0.672
8.28,755.0,16.9,0.649
9.42,742.0,18.54,0.685
6.46,716.0,13.36,0.676
8.72,737.0,18.09,0.654
7.5,723.0,15.66,0.663
9.62,734.0,19.62,0.668
7.17,710.0,14.08,0.7226
10.18,747.0,19.58,0.69
5.21,704.0,12.4,0.6
5.8,661.0,14.1,0.62
6.25,677.0,15.3,0.6
4.91,670.0,12.0,0.61
4.53,622.0,12.2,0.6
4.18,620.0,10.6,0.63
4.64,664.0,11.3,0.62
7.6,774.0,13.48,0.73
7.43,774.0,12.83,0.75
5.59,674.0,12.2,0.67
7.31,699.0,14.47,0.72
6.86,704.0,13.41,0.73
7.31,739.0,14.72,0.67
6.39,680.0,12.9,0.73
6.97,730.0,14.0,0.68
6.66,685.0,13.68,0.71
7.1,734.0,14.97,0.65
6.91,675.0,14.17,0.72
7.36,734.0,15.06,0.67
1.64,438.0,7.28,0.514
0.63,510.0,1.84,0.67
1.48,540.0,4.45,0.61
2.08,540.0,6.2,0.62
2.37,560.0,6.74,0.62
4.01,621.0,10.5,0.61
3.03,590.0,8.38,0.62
3.8,620.0,9.9,0.62
4.83,660.0,11.1,0.66
4.9,700.0,10.6,0.66
6.07,720.0,12.4,0.68
8.64,790.0,16.2,0.67
10.28,741.0,19.52,0.71
10.41,774.0,18.79,0.72
9.02,803.0,16.03,0.7
5.42,645.0,12.0,0.7
6.09,670.0,12.8,0.71
6.14,690.0,12.9,0.69
6.32,705.0,13.2,0.68
5.72,645.0,12.5,0.71
5.59,655.0,12.2,0.7
2.1,635.0,5.0,0.66
5.14,582.0,12.35,0.715
2.5,680.0,5.9,0.62
2.9,685.0,6.8,0.62
3.3,680.0,7.7,0.63
8.55,713.0,16.85,0.712
8.86,712.0,17.62,0.706
9.19,724.0,17.75,0.715
9.34,738.0,17.5,0.723
9.95,699.0,20.02,0.711
10.26,704.0,20.27,0.718
3.05,635.0,6.5,0.74
1.56,518.0,4.05,0.74
3.37,620.0,7.19,0.755
3.82,603.0,8.4,0.755
7.37,674.0,15.51,0.7015
4.22,760.0,10.3,0.54
4.6,650.0,10.6,0.66
6.9,660.0,16.2,0.65
8.25,779.0,16.97,0.625
4.37,579.0,10.037,0.75
2.52,615.0,5.03,0.798
2.48,597.0,2.62,0.8
2.17,549.0,0.47,0.797
12.75,885.0,18.53,0.773
13.15,865.0,9.78,0.795
4.35,486.0,1.14,0.765
4.75,536.0,5.99,0.764
4.84,552.0,11.5,0.751
9.54,688.0,1.83,0.715
9.35,721.0,9.7,0.684
8.9,732.0,18.45,0.657
0.92,540.0,2.53,0.68
6.46,687.0,13.42,0.7004
10.4,917.0,14.44,0.783
6.64,628.0,14.588,0.72
7.22,669.0,15.303,0.71
3.16,558.0,7.371,0.77
4.7,580.0,11.104,0.73
3.6,680.0,8.31,0.63
5.8,700.0,12.61,0.66
2.9,660.0,7.08,0.61
1.4,550.0,4.19,0.6
7.7,720.0,15.74,0.68
8.5,750.0,16.39,0.69
3.0,650.0,7.57,0.61
5.1,680.0,11.9,0.63
2.5,640.0,6.69,0.58
1.1,520.0,3.65,0.58
7.9,730.0,15.91,0.68
5.19,700.0,10.51,0.719
9.12,711.0,17.93,0.7154
10.14,715.0,19.38,0.7296
5.4,625.0,12.56,0.69
7.02,730.0,16.22,0.59
7.34,750.0,16.32,0.6
9.13,746.0,17.11,0.72
9.67,752.0,17.39,0.74
