VOC,JSC,FF,PCE,Electrolyte,Semiconductor,Active area,Dye loading,Co-adsorbent,Co-sensitizer,Has_Coadsorbent,Has_Cosensitizer
605.0,5.46,0.7,2.3,"0.1 M LiI, 0.6 M DMPII, 0.05 M I2, and 0.5 M TBP in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)",TiO2 film (14 um thick + 4.5 um scattering layer),0.16,-,-,-,0,0
603.0,8.73,0.69,3.6,"0.1 M LiI, 0.6 M DMPII, 0.05 M I2, and 0.5 M TBP in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)",TiO2 film (14 um thick + 4.5 um scattering layer),0.16,-,-,-,0,0
740.0,2.63,0.61,1.19,Iodide-triiodide,TiO2 film,,-,-,-,0,0
630.0,2.55,0.6,0.96,Iodide-triiodide,TiO2 film,,-,-,-,0,0
660.0,11.9,0.68,5.34,"1.0 M tetrapropylammonium iodide and 0.1 M iodine in acetonitrile-ethylene carbonate (v/v, 1:4) mixture",ZnO film (12 um thick),0.2,52.4 nmol/cm2,1 mM cholic acid,-,1,0
643.0,6.6,0.738,3.1,"0.04 M I 2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN",TiO2 thin film (12 um thick with 4 um scattering layer),0.159,25 nmol/cm2,-,-,0,0
662.0,7.9,0.728,3.8,"0.04 M I 2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN",TiO2 thin film (12 um thick with 4 um scattering layer),0.159,-,1 mM CDCA,-,1,0
670.0,7.6,0.751,3.8,"0.04 M I 2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN",TiO2 thin film (12 um thick with 4 um scattering layer),0.159,-,2 mM CDCA,-,1,0
673.0,7.2,0.749,3.6,"0.04 M I 2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN",TiO2 thin film (12 um thick with 4 um scattering layer),0.159,-,saturated CDCA,-,1,0
681.0,11.3,0.732,5.6,"0.04 M I 2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN",TiO2 thin film (12 um thick with 4 um scattering layer),0.159,-,2 mM CDCA,-,1,0
660.0,8.6,0.727,4.2,"0.04 M I 2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN",TiO2 thin film (12 um thick with 4 um scattering layer),0.159,-,2 mM CDCA,-,1,0
666.0,8.1,0.731,3.9,"0.04 M I 2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN",TiO2 thin film (12 um thick with 4 um scattering layer),0.159,-,saturated CDCA,-,1,0
700.0,6.37,0.74,3.31,"0.6 M 1-hexyl-2,3-dimethyl-imidiazolium iodide, 0.05 M iodine, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",TiO2 film (10 um thick + 4 um scattering layer),,63 nmol/cm2,-,-,0,0
710.0,7.52,0.75,4.01,"0.6 M 1-hexyl-2,3-dimethyl-imidiazolium iodide, 0.05 M iodine, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",TiO2 film (10 um thick + 4 um scattering layer),,72 nmol/cm2,-,-,0,0
750.0,14.0,0.77,8.01,"0.6 M 1-hexyl-2,3-dimethyl-imidiazolium iodide, 0.05 M iodine, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile",TiO2 film (10 um thick + 4 um scattering layer),,212 nmol/cm2,-,-,0,0
640.0,8.23,0.6,3.1,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile,TiO2 film (11 um thick + 4 um scattering layer),0.283,6 nmol/cm2,30 mM CDCA,-,1,0
680.0,10.77,0.63,4.6,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile,TiO2 film (11 um thick + 4 um scattering layer),0.283,6.4 nmol/cm2,30 mM CDCA,-,1,0
690.0,14.33,0.56,5.6,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile,TiO2 film (11 um thick + 4 um scattering layer),0.283,10.3 nmol/cm2,30 mM CDCA,-,1,0
680.0,12.55,0.63,5.4,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile,TiO2 film (11 um thick + 4 um scattering layer),0.283,3.3 nmol/cm2,30 mM CDCA,-,1,0
670.0,13.97,0.62,5.8,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile,TiO2 film (11 um thick + 4 um scattering layer),0.283,11.8 nmol/cm2,30 mM CDCA,-,1,0
610.0,12.66,0.56,4.4,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile,TiO2 film (11 um thick + 4 um scattering layer),0.283,16.5 nmol/cm2,30 mM CDCA,-,1,0
640.0,13.7,0.56,4.9,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile,TiO2 film (11 um thick + 4 um scattering layer),0.283,7.7 nmol/cm2,30 mM CDCA,-,1,0
650.0,14.6,0.66,6.2,"0.05 m I2, 0.5 m LiI, 0.5 m tert-butylpyridine in an acetonitrile",TiO2 film (12 um thick + 6 um scattering layer),0.25,329 nmol/cm2,-,-,0,0
600.0,14.1,0.67,5.66,"0.05 m I2, 0.5 m LiI, 0.5 m tert-butylpyridine in an acetonitrile",TiO2 film (12 um thick + 6 um scattering layer),0.25,419 nmol/cm2,-,-,0,0
690.0,13.1,0.65,5.89,"0.05 m I2, 0.5 m LiI, 0.5 m tert-butylpyridine in an acetonitrile",TiO2 film (12 um thick + 6 um scattering layer),0.25,183 nmol/cm2,-,-,0,0
680.0,13.2,0.67,6.01,"0.05 m I2, 0.5 m LiI, 0.5 m tert-butylpyridine in an acetonitrile",TiO2 film (12 um thick + 6 um scattering layer),0.25,372 nmol/cm2,-,-,0,0
625.0,6.85,0.7,2.98,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile",TiO2 film (12 um transparent + 6 um scat­tering layer),0.25,-,-,-,0,0
625.0,6.85,0.7,2.98,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile",TiO2 film (12 um thick + 5 um scattering layer),0.25,-,-,-,0,0
764.0,12.2,0.77,7.2,"0.6 M M-methyl-N-butyl imidiazolium iodide, 0.04 M iodine, 0.025 M LiI, 0.05 M guanidinium thiocyanate, and 0.28 M tert-butylpyridine in a 15/85 (v/v) mixture of valeronitrile and acetonitrile",TiO2 film (10 um transparent + 4 um scat­tering layer),0.158,-,1 mM CDCA,-,1,0
753.0,14.0,0.77,8.01,"0.6 M M-methyl-N-butyl imidiazolium iodide, 0.04 M iodine, 0.025 M LiI, 0.05 M guanidinium thiocyanate, and 0.28 M tert-butylpyridine in a 15/85 (v/v) mixture of valeronitrile and acetonitrile",TiO2 film (10 um transparent + 4 um scat­tering layer),0.158,-,1 mM CDCA,-,1,0
672.0,11.9,0.731,5.9,"0.04 M I 2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN",TiO2 thin film (12 um thick with 4 um scattering layer),0.159,-,2 mM CDCA,-,1,0
650.0,10.99,0.69,4.92,"1.0 M tetrapropylammonium iodide and 0.1 M iodine in acetonitrile-ethylene carbonate (v/v, 1:4) mixture",ZnO film (12 um thick),0.2,55.0 nmol/cm2,1 mM cholic acid,-,1,0
845.0,12.3,0.68,7.06,"0.25 M [Co(II)(phen)3](PF6)2, 0.05 M [Co(III)(phen)3](PF6)3, 0.5 M TBP and 0.1 M LiTFSI in acetonitrile",TiO2 film (3 um thick + 4 um scattering layer),0.158,-,-,-,0,0
830.0,12.0,0.68,6.77,"0.25 M [Co(II)(phen)3](PF6)2, 0.05 M [Co(III)(phen)3](PF6)3, 0.5 M TBP and 0.1 M LiTFSI in acetonitrile",TiO2 film (3 um thick + 4 um scattering layer),0.158,-,-,-,0,0
754.0,15.0,0.69,7.8,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2 and 0.5 M tertbutylpyridine in acetonitrile",TiO2 film (9 um thick + 4 um scattering layer),0.158,-,-,-,0,0
650.0,12.3,0.68,5.43,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2 and 0.5 M tertbutylpyridine in acetonitrile",TiO2 film (9 um thick + 4 um scattering layer),0.158,-,-,-,0,0
465.0,14.32,0.66,4.37,"1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1M LiI, 0.1M I2 in acetonitrile",TiO2 film (10-12 um thick),0.25,-,-,-,0,0
500.0,13.08,0.69,4.54,"1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1M LiI, 0.1M I2 in acetonitrile",TiO2 film (10-12 um thick),0.25,-,-,-,0,0
405.0,11.86,0.65,3.13,"1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1M LiI, 0.1M I2 in acetonitrile",TiO2 film (10-12 um thick),0.25,-,-,-,0,0
640.0,11.04,0.749,5.29,"0.5 M LiI, 0.05M I2, and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile",TiO2 film (14 um thick + 5 um scattering layer),0.196,-,-,-,0,0
660.0,10.2,0.698,4.7,"0.5 M LiI, 0.05M I2, and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile",TiO2 film (14 um thick + 5 um scattering layer),0.196,-,-,-,0,0
620.0,10.44,0.649,4.2,"0.5 M LiI, 0.05M I2, and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile",TiO2 film (14 um thick + 5 um scattering layer),0.196,-,-,-,0,0
650.0,12.69,0.707,5.83,"0.5 M LiI, 0.05M I2, and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile",TiO2 film (14 um thick + 5 um scattering layer),0.196,-,-,-,0,0
494.0,5.8,0.7,2.0,"0.6 M 1, 2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.1 M I2 in acetonitrile or 0.6 M DMPII, 0.1 M LiI, 0.1 M I2 and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile",TiO2 film (10 um thick),0.25,-,-,-,0,0
497.0,4.54,0.69,1.6,"0.6 M 1, 2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.1 M I2 in acetonitrile or 0.6 M DMPII, 0.1 M LiI, 0.1 M I2 and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile",TiO2 film (10 um thick),0.25,-,-,-,0,0
509.0,9.3,0.68,3.2,"0.6 M 1, 2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.1 M I2 in acetonitrile or 0.6 M DMPII, 0.1 M LiI, 0.1 M I2 and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile",TiO2 film (10 um thick),0.25,-,-,-,0,0
870.0,14.3,0.67,8.33,"0.25 M [Co(II)(bpy)3](PF6)2, 0.05 M [Co(III)(bpy)3](PF6)3, 0.5 M TBP and 0.1 M LiTFSI in acetonitrile",TiO2 film (3 um thick),0.2,45.1 nmol/cm2,-,-,0,0
780.0,12.5,0.67,6.52,"0.25 M [Co(II)(bpy)3](PF6)2, 0.05 M [Co(III)(bpy)3](PF6)3, 0.5 M TBP and 0.1 M LiTFSI in acetonitrile",TiO2 film (3 um thick),0.2,74.3 nmol/cm2,-,-,0,0
830.0,13.9,0.66,7.61,"0.25 M [Co(II)(bpy)3](PF6)2, 0.05 M [Co(III)(bpy)3](PF6)3, 0.5 M TBP and 0.1 M LiTFSI in acetonitrile",TiO2 film (3 um thick),0.2,48.6 nmol/cm2,-,-,0,0
839.0,13.5,0.66,7.47,"0.25 M [Co(II)(bpy)3](PF6)2, 0.05 M [Co(III)(bpy)3](PF6)3, 0.5 M TBP and 0.1 M LiTFSI in acetonitrile",TiO2 film (3 um thick),0.2,44.6 nmol/cm2,-,-,0,0
830.0,13.0,0.66,7.12,"0.25 M [Co(II)(bpy)3](PF6)2, 0.05 M [Co(III)(bpy)3](PF6)3, 0.5 M TBP and 0.1 M LiTFSI in acetonitrile",TiO2 film (3 um thick),0.2,66.7 nmol/cm2,-,-,0,0
855.0,15.0,0.67,8.59,"0.25 M [Co(II)(bpy)3](PF6)2, 0.05 M [Co(III)(bpy)3](PF6)3, 0.5 M TBP and 0.1 M LiTFSI in acetonitrile",TiO2 film (3 um thick),0.2,43.2 nmol/cm2,-,-,0,0
900.0,12.0,0.69,7.2,"0.25 M [Co(II)(phen)3](PF6)2, 0.05 M [Co(III)(phen)3](PF6)3, 0.5 M TBP and 0.1M LiTFSI in acetonitrile",TiO2 film,0.25,-,-,-,0,0
920.0,15.5,0.68,9.69,"0.25 M [Co(II)(phen)3](PF6)2, 0.05 M [Co(III)(phen)3](PF6)3, 0.5 M TBP and 0.1M LiTFSI in acetonitrile",TiO2 film,0.25,-,-,-,0,0
660.0,11.02,0.68,4.92,"1.0 M tetrapropylammonium iodide and 0.1 M iodine in acetonitrile-ethylene carbonate (v/v, 1:4) mixture",ZnO film (12 um thick),0.2,61.0 nmol/cm2,1 mM cholic acid,-,1,0
660.0,11.69,0.67,5.15,"1.0 M tetrapropylammonium iodide and 0.1 M iodine in acetonitrile-ethylene carbonate (v/v, 1:4) mixture",ZnO film (12 um thick),0.2,62.5 nmol/cm2,1 mM cholic acid,-,1,0
660.0,11.12,0.68,4.98,"acetonitrile solution containing LiI (0.5 M), I2 (0.05 M), and 4-tert-butylpyridine (0.5 M)",TiO2 film (16-18 um thick),0.25,-,-,-,0,0
621.0,14.9,0.7,7.63,"0.6 M DMPImI, 0.05 M I2, 0.1 M LiI, and 0.5 M tert-butylpyridine in CH3CN",TiO2 4 um thickness,0.18,-,-,-,0,0
670.0,10.67,0.65,4.66,"0.1 M lithium iodide, 0.6 M butyl-methylimidazolium iodide (BMII), 0.05 M I2 and 0.5 M 4-tert-butylpyridine (4-TBP) in the mixed solvent of acetonitrile and 3-methoxypropionitrile (7:3, v/v)",TiO2 13 um thick,0.28,-,-,-,0,0
740.0,7.95,0.7,4.12,"0.1 M lithium iodide, 0.6 M butyl-methylimidazolium iodide (BMII), 0.05 M I2 and 0.5 M 4-tert-butylpyridine (4-TBP) in the mixed solvent of acetonitrile and 3-methoxypropionitrile (7:3, v/v)",TiO2 13 um thick,0.28,-,-,-,0,0
