Formula,A_ion,B_ion,X_ion,Bandgap,ETL,HTL,Backcontact,Antisolvent,Solvent,Solv_annel,Anneal_temp,Dep_procedure,Synth_atm,Cell_area,Is_module,Voc,Jsc,FF,PCE,entry_id
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,CA-Br; TPA-PT-C6,Ag,Toluene,DMF; DMSO,False,100.0,Spin-coating,N2,1.02,False,1.056,21.62,0.768,17.54,yCMBcDfOLO8qyqt8WDR0LolCZTOG
MAPbI3,MA,Pb,I,1.6,TiO2-c | Al2O3-mp,P3HT; SWCNTs,Ag,Unknown,Unknown,False,Unknown,Spin-coating,Air,0.063,False,0.9,16.1,0.62,8.9,yCVrG-c2udG7ZmnpG9Oobw6LRUgh
MAPbI3,MA,Pb,I,1.55,BCP; PCBM-60,PEDOT:PSS,Ag,Unknown,DMF >> IPA,False,70.0 >> 90.0,Spin-coating >> Spin-coating,Air >> Air,0.1,False,0.95,18.96,0.73,13.11,yCW_Blk5GIde4nQO4XzbfxumIeGz
GUMA3Pb3I12,GU; MA,Pb,I,1.75,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,80.0,Spin-coating,N2,0.09,False,1.13,18.0,0.6559999999999999,14.1,yCbZYSwjmW5yCTIdMohATY4KOR9_
MAPbI3,MA,Pb,I,1.6,BCP; PCBM-60,PEDOT:PSS,Ag,Unknown,Unknown,False,90.0,Spin-coating,Unknown,1.0,False,0.96,18.17,0.755,13.17,yCdoeV4IQn05Twcuu3AEeMeV-onK
FA0.3MA0.7PbI3,FA; MA,Pb,I,,PEAI | PCBM-60 | BCP,NiO-c,TeO2 | Ag,Unknown,DMF >> DMF; IPA,False,Unknown >> 100.0,Spin-coating >> Spin-coating,N2 >> N2,0.07,False,1.12,22.54,0.802,19.88,yCrn27s1FiVqiKqHuIoUJI00Kdmy
MAPbI3,MA,Pb,I,1.6,PCBM-70,PEDOT:PSS,Ag,N2,DMF,False,120.0,Spin-coating,N2,0.1,False,0.8959999999999999,18.86,0.741,12.0,yCugJZXWjlrlf0SlDZ9AivCoonM4
MAPbI3,MA,Pb,I,1.6,SnO2-np,2‐aminoterephthalic acid | Spiro-MeOTAD,Ag,Unknown,DMF >> IPA,False,Unknown >> 150.0,Spin-coating >> Spin-coating,Unknown,0.084,False,1.1,23.88,0.767,20.19,yCzSQ_4DqH8Ppw6X7R8G1iVOHLEz
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Ar,0.126,False,1.08,23.5,0.6859999999999999,17.4,yD-i_KKMXY0vxWg7hp_QrLq9jf5Q
Cs0.05FA0.81MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,,ZnTiO3-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,120.0,Spin-coating,N2,0.1,False,1.14,22.6,0.778,19.8,yD2PTA4Drole03eK6XsA65VWs8Nz
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 100,Spin-coating >> CBD,Air >> Air,0.16,False,0.86,21.9,0.46,8.64,yD5ANz_N26S8bXXuCxwq0jlFH7tG
Cs0.17FA0.83PbBr0.51I2.49,Cs; FA,Pb,Br; I,,C60 | SnO2-c,NiO-c,ITO,Chlorobenzene,DMF; DMSO,False,60; 100,Spin-coating,N2,0.09,False,0.96,18.3,0.61,10.6,yD80JG5_3wvDZFlICQ1uu-M9MhU9
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ag,Unknown,DMF | IPA,False,100,Spin-coating | Spin-coating,N2 | N2,0.1,False,0.86,12.34,0.731,7.76,yDF2Ip5hWRmE4c4lTOYULUXGbKHy
CsPbBr0.45I2.55,Cs,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> DMSO; Methanol,False,Unknown >> 280,Spin-coating >> Spin-coating,Inert >> Inert,0.1,False,1.23,13.3,0.68,11.1,yDR0SI_r8h1yi3Uf5CvEcU6XaB5h
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,Graphene | AuCl3 | PEDOT:PSS,Al,Toluene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.16,False,0.97,19.69,0.763,14.57,yDRdbVSPJK4xzw_Xwk5iOsQ7a5My
MAPb0.7Sn0.255I3,MA,Pb; Sn,I,1.26,PCBM-60,PEDOT:PSS,Al,2-Butanol,DMF; DMSO,True,100.0,Spin-coating,N2,0.16,False,0.8,21.12,0.71,11.21,yDoFWE0KdbXoK28lG4ZW_JNY2P3a
FA0.84MA0.16PbBr0.4I2.6,FA; MA,Pb,Br; I,1.53,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,150.0; 100.0,Spin-coating,Unknown,0.1,False,1.08,22.32,0.747,18.07,yDuK5KVscZF_HEPbSFJylJ3x4Nzi
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,P3HT,Au,Unknown,DMF >> IPA,False,70.0 >> 140.0,Spin-coating >> Spin-coating,Air >> Air,0.1,False,0.98,16.25,0.56,9.14,yE7jNDoCz8hnv-6f3ySyq5hXDt8l
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,220; 105,Spin-coating,Unknown,0.09,False,0.86,14.7,0.609,7.7,yENhIBk_rT2hcXLhCuoWiaKfbdhp
BA2MA4Pb5I16,BA; MA,Pb,I,1.58,PCBM-60,PEDOT:PSS,Cr | Au,Unknown,Methylammonium acetate,False,60; 100,Spin-coating,Air,0.05,False,1.06,20.25,0.738,14.9,yEfC7UWQkfLre4o0khZx0BURXSaJ
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,Unknown,False,25.0; 100.0,Spin-coating,N2 >> Air,0.09,False,1.08,21.0,0.72,16.33,yEj1ad0bP8rOdhaPQ8J4813uqOMV
Cs0.04FA0.8MA0.16PbBr0.49I2.51,Cs; FA; MA,Pb,Br; I,1.62,SnO2-np,Spiro-MeOTAD,MoO3 | Al,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.059,False,1.06,21.98,0.7,16.3,yEun6JJruI18TogfeMm3y43B7z3y
FA0.17MA0.83PbBr0.5I2.5,FA; MA,Pb,Br; I,1.625,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.16,False,1.042,22.737,0.6759999999999999,16.01,yEwgcrfQsGl1hNk-ifOQZsIbUsif
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO >> IPA,False,60.0; 100 >> 100; 140,Spin-coating >> Spin-coating,Unknown,0.09,False,1.04,23.09,0.753,18.09,yF2N4aoXA3z-wncPhwOBackgQFgh
Cs0.2FA0.8PbI3,Cs; FA,Pb,I,,TiO2-c,Florinated polymer | Spiro-MeOTAD,Ag,Unknown,Cyclohexyl-2-pyrrolidone; DMF,False,170.0,Spin-coating,N2,0.1,False,0.92,24.9,0.765,16.5,yFOeJ6qRyXo7lq8Z-_Oe2tDWUng0
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiMgLiO,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.09,False,1.07,21.11,0.79,17.87,yFg4Q90fE01gkPAyS4MiNU_a6SCS
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,70.0 >> 70.0,Spin-coating >> CBD,Unknown,0.25,False,1.06,17.2,0.759,13.8,yG3egS6OyZfIZwhEpFOB3WTKW1KC
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,TbT-2,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.16,False,1.03,19.5,0.684,13.79,yG5O9pzhOLnaCDf2rEjczZ46ARfB
FA0.83MA0.17PbBr0.03I2.97,FA; MA,Pb,Br; I,,SnO2-np,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,150.0,Spin-coating >> Spin-coating,Air >> Air,0.1,False,1.068,20.62,0.66,16.99,yGXOyby4Wrm-GG0nb1PdM_amTjGg
MAPbBr0.43I2.57,MA,Pb,Br; I,,PCBM-60,PEDOT:PSS,Ca | Al,Unknown,DMF,True,100.0,Spin-coating,N2,0.1,False,,,,16.52,yGfRojPU0ixOVmlLTlidCH0sYJ6X
Cs0.17FA0.83PbBr0.51I2.49,Cs; FA,Pb,Br; I,,SnO2-c | Al2O3-mp,Spiro-MeOTAD,Au,Anisole,DMF; DMSO,False,100.0,Spin-coating,Air,0.09,False,1.135,23.45,0.71,18.2,yGovs2zV9dH8EqPpjMwAlvGn2ff2
MAPbI3,MA,Pb,I,1.5,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.0139999999999999,False,0.91,20.8,0.565,10.7,yGtuQYH0blzR69CMlWT8z4RVw7Jk
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp | ZrO2-mp,none,Carbon,Unknown,DMF,False,100.0,Drop-infiltration,Dry air,7.13,False,0.96,20.5,0.74,14.4,yHCkkJ9crsihJnIF_zcwA5KQI4L0
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ca | Al,Unknown,DMSO,False,110.0,Spin-coating,N2,0.1,False,0.83,18.5,0.71,10.91,yHDhMDEVvw5tXNGp8bgU96hkz9o7
MAPbI3,MA,Pb,I,1.6,ZnO-c,Spiro-MeOTAD,Ag,Chlorobenzene,DMF,False,70.0,Spin-coating,Unknown,0.1,False,1.11,20.19,0.6940000000000001,15.6,yHIKRnATDmePK82MqVmf8srQzNYT
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp | ZrO2-mp,none,Carbon,Unknown,GBL,False,60.0,Drop-infiltration,Air,0.1,False,0.83,19.17,0.474,7.49,yHOAMX_a8xdUliz6iMmC6ZGXDAII
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiMgLiO,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.09,False,1.055,17.878,0.6409999999999999,12.08,yHPb5KJkYKyuQnx-ycZauHyo0-yd
FA0.7MA0.3PbI3,FA; MA,Pb,I,,SnO2-np,Spiro-MeOTAD,Ag,Unknown,DMF >> DMF; IPA,False,Unknown >> 100.0,Spin-coating >> Spin-coating,N2 >> N2,0.075,False,1.08,22.92,0.76,18.74,yHS4r1HTVH8qwzR_eMkbZTQP0VAo
Cs0.06FA0.78MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,SnO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,Unknown,Spin-coating,N2,0.09,False,,,0.76,19.5,yHTO6-23_wNyh7nNBpZzoo9vox0u
MAPbI3,MA,Pb,I,1.59,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,DMF,False,100,Spin-coating,Unknown,0.1,False,0.91,19.3,0.7809999999999999,14.5,yHrwgtE78_cr5ypZ33wiJaNoIUAz
CsPbBrI2,Cs,Pb,Br; I,1.91,TiO2-c,none,Carbon,Ethyl acetate,DMF; DMSO >> Methanol,False,Unknown >> 280.0,Spin-coating >> Spin-coating,N2 >> N2,0.12,False,1.14,12.99,0.6,8.93,yHzEL-8v7sqOfKxJ5tothN-kdFkl
MAPbI3,MA,Pb,I,1.6,SnO2-c,Spiro-MeOTAD,Au,Unknown,acetonitrile; Ethanol; Methylamine,False,100.0,Spin-coating,N2,0.096,False,1.12,21.78,0.74,18.05,yI5JXFBgpG5JEPJkr-SAIL5gMmgs
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,SnO2-c | SnO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.09,False,0.997,22.0,0.57,12.7,yI6-9rs-m5oT0IHeqLQNHEBiUBKa
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp | ZrO2-mp,none,Carbon,Unknown,GBL,False,Unknown,Drop-infiltration,Unknown,0.09,False,0.86,21.64,0.6,11.25,yI7jyOJF30teJHY5YFLGxrgbUB5y
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp | HOOC-Ph-SH,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,120 >> 100,Spin-coating >> CBD,Air >> Air,0.12,False,1.02,20.66,0.665,14.11,yIXLphNzqQHKbSrtDiFQkWqA_0OS
MAPbI3,MA,Pb,I,1.6,C60 | BCP,PCT,Ag,Chlorobenzene,DMF,False,100.0,Spin-coating,Unknown,0.1,False,1.02,21.4,0.71,15.8,yIgP-W_o2QlrSlohhiMZ1RMT3YS7
MAPbI3,MA,Pb,I,1.6,C60 | BCP,PASQ-IDT,Ag,Chlorobenzene,DMF; DMSO,False,60; 80,Spin-coating,N2,0.06,False,1.021,22.1,0.78,17.61,yIjD4_E_qFROkFq42r7yzE5IjgoF
FA0.3MA0.7PbI3,FA; MA,Pb,I,,SnO2-c | C60-SAM,Spiro-MeOTAD,Au,Diethyl ether,Unknown,False,100.0,Spin-coating,N2,0.08,False,1.11,21.3,0.7709999999999999,18.28,yIv3jisTx6l7nggZwGIog1SaXb-7
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,0.91,20.03,0.63,11.47,yIxIqfLAJZ3vskSGAV2s_qdyrx7L
MAPb1.0I3,MA,Pb,I,1.6,TiO2-c | TiO2-mp | Graphene oxide,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,70,Spin-coating >> CBD,Dry air >> Dry air,6.32,True,1.071,18.207,0.6459999999999999,12.6,yIxQbsezLN3Xe87N_tjgoTiZOnl3
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp | ZrO2-mp,none,Carbon,Unknown,GBL,False,50,Spin-coating,Air,0.126,False,0.92,21.32,0.64,12.6,yJ-gx2C6xHD87qxPGxhKRYT98hUF
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,1.73,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Ar,0.16,False,1.03,21.29,0.66,15.15,yJKn7yK5lm3NQ1DsFXUVYeklUA-0
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,none,Au,Unknown,DMF >> IPA,False,Unknown >> 70.0,Spin-coating >> CBD,Unknown,0.09,False,0.73,,,7.2,yJLBpRlNtEFClUnnuYZC915-bZzD
FA0.93MA0.07PbBr0.21I2.79,FA; MA,Pb,Br; I,,TiO2-c | SnO2-np | BSO-mp,Spiro-MeOTAD,Au,Ethyl ether,DMF; DMSO,False,100,Spin-coating,Air,0.0935,False,1.01,23.68,0.723,17.97,yJV4xrh76-3rP20CT-jt4a5i670O
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,100.0 >> 100.0,Spin-coating >> Spin-coating,Unknown,0.125,False,0.925,17.32,0.66,10.57,yJXO3RtqVXplOWxz8WdGljrj7UpB
MAPbI3 | BA2MA2Pb3I310,MA | BA; MA,Pb | Pb,I | I,1.52,TiO2-c | C60,Spiro-MeOTAD,Au,Unknown,none >> none >> none,False,Unknown,Evaporation >> Gas reaction >> Gas reaction,Vacuum >> MAI; Vacuum >> Vacuum; BAI,0.045,False,1.02,23.37,0.687,16.12,yJYU6lhMyU-Cbreq3wl4tpglghqz
BA2MA3Pb4I13,BA; MA,Pb,I,1.64,PCBM-60,NiO-c,Ag,Unknown,DMF; DMSO,False,100.0,Spin-coating,N2,0.05,False,,,,9.31,yJcaF70mQtIA8cswmOLjCsLU4l8W
MAPbI3,MA,Pb,I,1.63,TiO2-c | TiO2-mp,none,Carbon,Unknown,DMF >> IPA,False,100 >> 100,Spin-coating >> CBD,Air >> Air,,False,0.857,18.93,0.561,9.1,yJfUR_cORxctNwub63D7x9dIxZJa
MAPbI3,MA,Pb,I,1.6,PCBM-60 | C60 | BCP,NiO-c,Al,Ar,DMF,False,100.0,Spin-coating,N2,0.1,False,1.06,18.0,0.56,10.6,yJgePdw2wf95uKiLfVerPvHSGZDO
(BDA)MA3Pb4I13,(BDA); MA,Pb,I,1.6,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,DMF,False,105,Spin-coating,N2,0.035,False,1.17,13.92,0.741,12.07,yJnyFAIfk6WVabKDQEWCxY-jll9H
FA0.85MA0.15PbI3,FA; MA,Pb,I,1.56,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,150.0,Spin-coating,Air,0.09,False,1.09,24.02,0.7490000000000001,19.55,yJqEpeeDX8h7MWfzki10M3z4VDyh
FAPbI3,FA,Pb,I,1.55,TiO2-c,Spiro-MeOTAD,MoOx | Al,Unknown,Octane >> Methyl acetate >> Ethyl acetate,False,Unknown,Spin-coating >> Ligand exchange >> Dipp-coating,Air >> Air >> Air,0.0579999999999999,False,1.12,11.81,0.64,8.83,yJs4vfN3v3GNkWdvmdwvTTuu9t_3
Cs0.1FA0.9PbBr0.3I2.7,Cs; FA,Pb,Br; I,1.55,PCBM-60 | BCP,PolyTPD,Ag,Chlorobenzene,DMF; DMSO,False,80; 120; 180,Spin-coating,Unknown,0.07,False,1.07,21.8,0.72,16.4,yJvg5K8KhAUc0pEKM-2OaKlhdP_E
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Al,Unknown,DMF,False,50.0,Spin-coating,N2,0.03,False,0.87,17.61,0.61,9.35,yK-vZRqiAKBafyXOGjX1CyY6oqTY
MAPbI3,MA,Pb,I,1.6,C70 | TmPyPB,PEDOT:PSS,Ag,Unknown,DMF,False,100.0,Spin-coating,N2,0.051,False,0.57,0.104,0.46,8.3,yK1GdA-9t1xG7obUcwnMCShkvK5P
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,Unknown,False,25.0; 100.0,Spin-coating,N2 >> Air,0.09,False,1.04,20.67,0.74,15.91,yKH4T5u-Khwxi5yKhqi4WI1DKeIu
BA2MA3Pb3SnI13,BA; MA,Pb; Sn,I,,C60 | BCP,PEDOT:PSS,Ag,Unknown,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,0.8,19.8,0.71,11.2,yKJcflRCCdTSHVJzhTbs2vO8EL6M
MAPbI3,MA,Pb,I,1.6,PCBM-60 | PFN,PEDOT:PSS,Ag,Unknown,DMF,False,100.0,Spin-coating,N2,0.04,False,0.85,22.68,0.6679999999999999,12.88,yKLigUQlvnDzlSYIZKKURiQS2m6M
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,90,Spin-coating,N2,0.09,False,0.89,13.1,0.59,7.8,yKMog-6A3ERhxHT4vEpiniqxckGX
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.1,23.6,0.66,17.1,yKOFM26BDNEr3lpASWe1l6U_C3db
MAPbI3,MA,Pb,I,1.6,TiO2-c,Poly-N-vinylcarbazole | SP-12,Au,Unknown,DMF,False,95.0,Spin-coating,Unknown,0.16,False,1.075,22.8,0.77,18.8,yKY2sV9HrvvgnHMa2hsxAhpT5S2k
MAPbI3,MA,Pb,I,1.6,PCBM-60 | Bphen,PEDOT:PSS,Ag,Unknown,DMF,False,25; 60,Spin-coating,N2,0.0725,False,0.91,19.07,0.72,12.61,yKZIPdyqY7bPAiHuvmbDLKWY9PU4
CsPbI3,Cs,Pb,I,,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.09,False,1.08,16.44,0.644,11.3,yKaUMUeu7jvDtufoWyTjqz6RQTrQ
Cs0.07FA0.78MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,1.61,TiO2-c | TiO2-mp | PCBM-60; PMMA,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.16,False,1.17,22.75,0.762,20.1,yKq5nUTGdCJqph_FeSAzUraC4CcD
MAPbI3,MA,Pb,I,1.6,PFPDI,P3CT,Ag,Chlorobenzene,DMF; DMSO,False,60.0; 80.0,Spin-coating,Air,0.1,False,0.94,20.32,0.68,13.26,yKrQYybrHY8QwmL5mL7Cgz0P88jk
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Al,Unknown,DMF; DMSO,False,190.0,Spin-coating,Unknown,0.06,False,,,,9.72,yKtvXFtwrQNFwc1H77TzxMXzwT12
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,Unknown,Spin-coating,Unknown,0.09,False,0.93,16.7,0.5710000000000001,8.9,yKxp-MveyHpZgO3FPBDFbG3Ib14r
MAPbI3,MA,Pb,I,1.59,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,DMF,False,100,Spin-coating,N2,0.045,False,0.83,22.1,0.74,13.8,yL3wd6JLSu8NkG_RZ8YfqfxoYUIp
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,SnO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.16,False,1.063,17.3,0.74,13.6,yL569Iw71W2s1HlGrEiQmL_S9UUH
MAPbI3,MA,Pb,I,1.6,SnO2-np,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.092,22.98,0.752,18.28,yLANxyc8wlNlNFthzoPbIXUNq5W6
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,none >> none,False,120.0 >> Unknown,Evaporation >> Gas reaction,Vacuum >> MAI,0.09,False,0.99,15.75,0.763,11.95,yLF5v9soRlrwnFDWxCcWAU1aMpNy
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,70.0 >> 70.0,Spin-coating >> CBD,Unknown,0.16,False,0.987,20.604,0.654,13.35,yLK0x_FD3lzuowkmssfPH-Su5DhD
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,Dimethylacetamide; DMSO; NMP,False,50.0,Spin-coating,Unknown,0.1,False,1.04,20.56,0.737,15.79,yLLPpcDjaBS-K7pgj0cHu--wqmQs
MAPbI3,MA,Pb,I,1.6,C60 | BCP,CuS-np,Ag,Chlorobenzene,DMF,False,100.0,Spin-coating,N2,0.1,False,0.97,19.8,0.643,12.4,yLN1Lk-Ptgw25WYnu0r_226Bbcyx
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Chlorobenzene,DMSO,False,100.0,Spin-coating,Unknown,0.04,False,1.07,20.53,0.76,16.62,yLQzfxQk4eLHntwIdAzHbvCH7G-z
MAPbI3,MA,Pb,I,1.6,SnO2-c | Al2O3-mp | NiO-np,Spiro-MeOTAD,Au,Unknown,DMF,False,130.0,Spin-coating,Air,0.17,False,0.99,21.92,0.7020000000000001,15.37,yLcvuQUojgYBpvlbG6CuJPgBAsMs
MAPbI3,MA,Pb,I,1.6,TiO2-c | PCBM-60,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.07,20.57,0.684,15.12,yLk3ctW2BjyDs-gK3a6_HBkXrByL
MAPbI3,MA,Pb,I,1.6,PCBM-60 | SnO2-c,NiO-c,ITO | Ag,Air,DMF; DMSO,False,60; 100,Spin-coating,N2,0.09,False,1.02,18.3,0.59,10.6,yLtQDwO3zVCwjvNZLXa4zWLr9tof
FA0.84MA0.16PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.16,False,,,,,yLv9RT1sCNOUcRj-pLAPC3JLhBen
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA >> IPA,False,Unknown >> Unknown >> 70.0,Spin-coating >> Dropcasting >> Spin-coating,Air >> Air >> Air,0.125,False,1.0490000000000002,21.26,0.69,15.38,yLvuDLDUnaw6DVcRaIQTyEL4zxZf
MAPbI3,MA,Pb,I,1.6,PCBM-60,NiO-c,Ag,Unknown,DMF; DMSO,False,Unknown,Spin-coating,Unknown,0.1,False,,,,,yLwUkDa5BwUqXJUmxPLm0_go_vFs
FAPbI3,FA,Pb,I,1.49,TiO2-c | C60,Spiro-MeOTAD,Au,Unknown,DMF >> none,False,Unknown >> 170,Spin-coating >> Gas reaction,N2 >> FAI; Vacuum,0.09,False,,,,12.36,yM5FGxjQiWWqWcim2Hcsy1PDDxg0
MAPbI3,MA,Pb,I,1.55,PCBM-60,NiO-c | PMMA,Ag,Chlorobenzene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.25,False,1.106,22.05,0.762,18.63,yM6nL27u47HBfKnwLHoJoTT0F-pl
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF >> IPA,False,Unknown >> 150.0,Spin-coating >> Spin-coating,N2 >> N2,0.075,False,1.09,22.11,0.773,18.63,yMCTBwcCYDs0aP1iBYWdClJH814H
MAPbI3,MA,Pb,I,1.6,ZnO-c,none,Carbon,Unknown,DMF >> IPA,False,Unknown >> Unknown,Spin-coating >> CBD,Dry air >> Dry air,0.12,False,0.77,18.16,0.51,7.26,yMLOwut9WuXL9MB2TClJKpukGRh6
MAPbI3,MA,Pb,I,1.6,PCBM-60 | PEI,PEDOT:PSS; PEI | PEDOT:PSS,Ag,Toluene,DMSO; GBL,False,100,Spin-coating,Air,0.09,False,1.01,19.18,0.75,14.52,yMNgErDBNRG0B2sXPDvnNXcyrQGs
Cs0.05FA0.95PbI3,Cs; FA,Pb,I,,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.1,False,,,,,yMTCEM1ukyenYL6b6v692TCL0fql
FA0.83MA0.17PbBr0.51I2.49,FA; MA,Pb,Br; I,1.62,TiO2-c | TiO2-mp,A102,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.06,20.5,0.73,15.91,yMUBP5EMOeR51hQQpXVsCk4gFlPZ
FA0.3MA0.7PbI3,FA; MA,Pb,I,,SnO2-c | C60-SAM,CZ-STA; CZ-TA,Au,Diethyl ether,Unknown,False,100.0,Spin-coating,N2,0.08,False,1.07,22.3,0.807,19.29,yMVh5WJgS7ZySEiBz9Rmr9prgRBX
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,DMF,True,90.0,Spin-coating,Dry air,0.07,False,0.89,20.12,0.57,11.16,yMeXzkRlLZ6VXgjy64_2VMhK33KQ
