Formula,A_ion,B_ion,X_ion,Bandgap,ETL,HTL,Backcontact,Antisolvent,Solvent,Solv_annel,Anneal_temp,Dep_procedure,Synth_atm,Cell_area,Is_module,Voc,Jsc,FF,PCE,entry_id
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,acetonitrile; Methylamine,False,100,Spin-coating,Inert,0.0559999999999999,False,1.05,21.2,0.73,16.3,-CHjD1b1jzK1P5IKbmIiPtK2KVnt
MAPbI3,MA,Pb,I,1.5,PCBM-60,PEDOT:PSS,Al,Unknown,DMF,False,100.0,Spin-coating,N2,0.09,False,0.82,19.14,0.674,10.61,-CNEiFJf-z8iqcN6uDHC_0j5mlRw
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,Unknown >> 150.0,Spin-coating >> Spin-coating,Unknown,0.09,False,1.015,22.98,0.718,16.74,-CS8pQzrzoQeeiGXCngGy-TAhPaX
MAPbI3,MA,Pb,I,,TiO2-np,P3HT,Au,Unknown,Unknown,False,Unknown,Spin-coating,N2,,False,0.78,19.36,0.68,11.26,-CVejRDvfm5L7pLyhcTHV5P-F0Mu
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,SnO2-c,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 160.0,Spin-coating >> CBD,Unknown,0.09,False,0.96,21.3,0.544,11.1,-CVzWLooEuYVBeno6N4myFUTGObb
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,True,100.0,Spin-coating,Unknown,0.13,False,1.01,19.6,0.628,12.5,-CeFS3-FCt-62PeUya5dhe3NIVmg
FA0.83MA0.17PbBr0.51I2.49,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,Unknown,Spin-coating,N2,0.09,False,1.061,23.08,0.7340000000000001,18.0,-ClJ07zlUT9seUWoYMFw2euGQjHq
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,240; 105,Spin-coating,Unknown,0.09,False,0.95,16.71,0.6759999999999999,10.73,-Cve4aSMsl4IXG5UURlgY-KjEByN
FAPbBr3I,FA,Pb,Br; I,1.6,PCBM-60,PEDOT:PSS,Al,Unknown,DMF >> IPA,False,110.0 >> 110.0,Spin-coating >> Spin-coating,Unknown,0.1,False,,,,,-DAeWYTNGUG50wQYHiSQt2vVob5T
Cs0.05FA0.75MA0.25Rb0.05PbBr0.25I0.75,Cs; FA; MA; Rb,Pb,Br; I,1.68,BCP | PCBM-60,NiO,,,,False,,,,,False,1.207,20.98,0.794,20.11,-DNGrC7wbM6f5G2-WGh1oqlJ7jzr
MAPbI3,MA,Pb,I,1.6,ZnO-nw,Spiro-MeOTAD,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.1,False,1.0,19.0,0.716,13.6,-DcMKPOGWgkoX4Nqrx_HvVEKZqQy
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,1.6,TiO2-c | TiO2-mp,AQ310 | Spiro-MeOTAD,Ag,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,Unknown,0.09,False,1.11,21.36,0.73,17.35,-Dcc-DnWHJeUoV_SJFTbxDP_Ptri
MAPbI3,MA,Pb,I,1.6,TiO2-c | PCBM-60,PCDTBT1,MoO3 | Au,Unknown,DMF; DMSO >> IPA,False,Unknown >> 100.0,Spin-coating >> Spin-coating,N2 >> N2,0.04,False,1.13,22.31,0.7829999999999999,19.75,-Ddw3Y9_9TfIHPQpWQ9BjhYni1Vc
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Unknown,GBL >> none,False,100.0 >> Unknown,Spin-coating >> Recrystallization,Unknown >> Pyridine,0.125,False,1.15,22.0,0.71,17.9,-Dj9JVp-lqVobYl2YWxjUXvLaIU7
MAPb0.5Sn0.5I3,MA,Pb; Sn,I,,PCBM-60 | Phen-NaDPO,PEDOT:PSS,Ag,Unknown,DMF,False,Unknown,Spin-coating,Unknown,0.04,False,0.66,23.3,0.6709999999999999,10.3,-Dy6iG2HGrzkJzncPL-wKR4GtKx_
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Toluene,DMSO,True,100.0,Spin-coating,Unknown,1.02,False,1.04,21.0,0.69,14.9,-EMN_zw6BUNmy7JUbNKOE6XVKSAP
FA0.76MA0.15PbBr0.48I2.42,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.16,False,1.12,19.2,0.72,15.48,-EQ1iqWRLNxra-sCJnckDdpBhJaN
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,Unknown >> 100.0,Spin-coating >> Spin-coating,Unknown,0.06,False,1.02,21.4,0.68,15.08,-EWAIcw5MKkIi21sSPT9tJjxLCsH
BA2Cs1.5MA2.85Pb4I13,BA; Cs; MA,Pb,I,1.63,PCBM-60 | BCP,MoO3 | PEDOT:PSS,Ag,Unknown,DMSO; GBL,False,70; 100,Spin-coating,N2,0.1058,False,1.01,16.21,0.69,12.74,-EiGgnDrp1siQAqh-z6OMikb7sn1
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiO-c,Ag,Chlorobenzene,DMSO; GBL,False,70.0,Spin-coating,N2,0.09,False,0.94,20.2,,,-EoV80PUoNlPomMDCsbdOg3LySoh
MAPbI3,MA,Pb,I,1.6,PCBM-60 | LiF,PEDOT:PSS,Al,Dichloromethane,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.04,False,0.96,18.4,0.82,14.6,-Eu9ro0KBA1oFmRx7T69ws3A8iXY
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Al,Unknown,DMF,False,75.0,Spin-coating,N2,0.1,False,0.93,17.9,0.603,10.1,-F2sFpwSWKEGzbpmA8Y8OtKjkDme
FA0.7MA0.3PbBr0.3I2.9,FA; MA,Pb,Br; I,,SnO2-np | PCBM-60,Spiro-MeOTAD,MoO3 | Au,Unknown,DMF; DMSO >> IPA,False,Unknown >> 100,Spin-coating >> Spin-coating,Unknown,0.0676,False,1.11,21.3,0.68,16.0,-FPLovrWDH7cKUbrkn76CTJWZmiS
MAPbI3,MA,Pb,I,1.6,ZnO-c | PCBM-70,Spiro-MeOTAD,Ag,Unknown,DMSO >> IPA,False,Unknown,Spin-coating >> CBD,N2 >> N2,0.1,False,0.981,19.4,0.652,12.4,-FdwbA-L-7yj-ytC6jLnXLApyKQe
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,P3HT,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Air,0.09,False,,,,,-FpeLxLJXQKh36ZgiQw4DUc5EIZr
MAPbI3,MA,Pb,I,1.6,SnO2-c,HMe2Pc,Au,Unknown,Unknown,False,Unknown,Spin-coating,Unknown,0.11,False,1.035,21.28,0.708,14.9,-G0orPj5q3QgXWuElt_ArYlW3Rq6
MAPb0.4Sn0.6Br1.2I1.8,MA,Pb; Sn,Br; I,1.26,PCBM-60,PEDOT:PSS,Ag,Ether,DMF; DMSO,False,80.0,Spin-coating,N2,0.04,False,0.78,20.95,0.73,11.9,-GMKN7O6M11Qe2p7ni2lOeSDZNNb
MAPbI3,MA,Pb,I,1.59,TiO2-c | TiO2-mp | ZrO2-mp,none,Carbon,Unknown,GBL,False,50,Drop-infiltration,Air,0.13,False,0.879,18.0,0.65,10.2,-GOEBm4MnnlDvc6Ha10koW0vkhhu
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.09,False,1.03,19.8,0.778,15.9,-GYg9Kb0poMC8BTQsug4YRF4GdkZ
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,none,Carbon,Unknown,DMF >> IPA,False,100.0 >> Unknown,Spin-coating >> CBD,Air >> Air,0.07,False,0.98,15.91,0.46,7.17,-Gpe2-BAeeaU-TwMp7a5Q6ADujYR
MAPbI3,MA,Pb,I,1.6,Br-PDI | ZnO-np,PEDOT:PSS,Ag,Unknown,DMF >> IPA,False,70.0 >> 100.0,Spin-coating >> Spin-coating,Unknown,0.12,False,0.84,18.8,0.6459999999999999,10.2,-Gv-vmZ0D5iLhBzcE5fd9SPQmLol
Cs0.15FA0.68MA0.17PbBr0.72I2.28,Cs; FA; MA,Pb,Br; I,1.71,C60 | BCP,PTAA,,,,False,,,,,False,1.09,18.7,0.724,14.9,-GwlbcGp4JFYvtnZhOIv6e-8K6QL
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Toluene,DMF; DMSO,True,110,Spin-coating,Unknown,0.25,False,1.11,21.28,0.72,17.0,-H27pp4PBARUawgaOT3lrvKS7AXy
MAPb1.0I3,MA,Pb,I,1.55,PCBM-60,PEDOT:PSS,Al,Unknown,DMF,False,95,Spin-coating,N2,0.09,False,0.89,17.68,0.61,9.65,-H402C1J3lmWVv2FrLq3Ua23L4AY
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Diethyl ether,DMF; DMSO,False,100,Spin-coating,Air,0.1,False,1.037,20.91,0.687,15.6,-HChfLpp-5tSBTnbopNwLgWRe1lT
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Toluene,DMF,False,100.0,Spin-coating,Air,0.1,False,1.09,22.2,0.7809999999999999,18.72,-HKQW9EAonC3faQhSLI7hR-VJ9Ts
BA2MA3Pb4I13,BA; MA,Pb,I,,PCBM-60 | LiF,PEDOT:PSS,Al,Unknown,DMF,False,60; 100,Spin-coating,Unknown,0.05,False,0.98,10.85,0.685,7.33,-HPjenadqU6P_Oet0tPGXErsLCZ3
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,PCBM-60 | ZnO-np,NiO-c,Ag,Ethyl acetate,DMF; DMSO,False,150,Spin-coating,N2,0.09,False,1.05,22.56,0.716,16.96,-HUsKiNH14rBna87xhSkVe7Qw3kd
MAPbI3,MA,Pb,I,1.56,C60 | BCP,PEDOT:PSS,Au,Toluene,DMSO; GBL,False,100.0,Spin-coating,N2,0.09,False,0.95,17.07,0.63,10.02,-HbTzGqjtcc5dzg0SYj8sBBS95a_
(EDA)0.015FA0.29MA0.695Pb1.0I3,(EDA); FA; MA,Pb,I,,SnO2-np,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,N2,0.09,False,1.064,23.38,0.74,18.34,-HfJcXv0cS_z6pU1dG4C_p4MmrBr
MAPbI3,MA,Pb,I,1.6,TiO2-c | Al2O3-mp,Al2O3-mp | MeO-DATPA,Ag,Unknown,DMF,False,100,Spin-coating,N2,0.1,False,0.96,16.41,0.56,8.8,-HiEFQjjGbjCUq84b9Qt7xOfxi2d
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,Unknown,False,120.0 >> 135.0,Spin-coating >> Spin-coating,Unknown,0.1,False,0.9,20.4,0.636,11.7,-Hk9QMmDy_cJ2piz7aYoDWQUx9zy
MAPbI3,MA,Pb,I,1.6,ZnO-np,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,65.0; 100.0,Spin-coating,Unknown,0.09,False,0.995,10.66,0.7140000000000001,7.57,-IB0k9q8EzB7-GddBYBdCnSSS4Vv
MAPbI3,MA,Pb,I,1.54,PTO,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.09,False,0.7659999999999999,18.017,0.522,7.2,-IBwzgNXlZB8bpOEDiHQvbDHN6Y6
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,none,MWCNTs,Unknown,DMF >> DMF >> Cyclohexene; IPA,False,100.0 >> 100.0 >> 100.0,Spin-coating >> Spin-coating >> CBD,Air >> Air >> Air,0.08,False,0.83,17.21,0.71,10.14,-IVzfCKz3gEJBujvBBjmBIF578BV
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Al,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.04,False,1.1,16.69,0.7609999999999999,13.97,-IYLlTdNhgDeR4OYl0lKSmiUNCmx
MAPbI3,MA,Pb,I,1.6,PCBM-70 | ZrO2,PEDOT:PSS,Ag,Unknown,DMF >> IPA,False,70.0 >> 100.0,Spin-coating >> Spin-coating,Unknown,0.1,False,0.79,16.79,0.537,7.12,-IjfHWd_awomnIyAt-3V3AA_XYLI
FAPbI3,FA,Pb,I,1.54,TiO2-np | C70,Spiro-MeOTAD,Ag,Unknown,DMF >> IPA,False,25 >> 120,Spin-coating >> Spin-coating,Ar >> Ar,0.12,False,1.07,23.1,0.738,18.28,-ItkO4x-jFLmsk829_qiAQOVUX1k
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiMgLiO,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.09,False,1.067,21.349,0.738,16.81,-IuZ0JuD6EkYMQHRpH26cVaIgTzf
MAPbI3,MA,Pb,I,1.6,TiO2-c | Al2O3-mp,Spiro-MeOTAD,Au,Toluene,DMF,False,100.0,Spin-coating,N2,0.1,False,1.01,21.0,0.58,12.5,-Iv4ihOZts9RAyeyMrn6HVpSfWDv
MAPbI3,MA,Pb,I,1.6,TiO2-c | PCBM-60,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,Unknown >> 100,Spin-coating >> Spin-coating,Air >> Air,0.1,False,1.13,19.73,0.7190000000000001,16.03,-JK-JT_nPhF8EcQ37I8NR53N2oLz
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,1.62,SnO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.16,False,1.14,21.72,0.76,19.5,-JWY7aT09gUBJHl38ZOj2Gv28QFX
MAPbI3,MA,Pb,I,1.6,PCBM-60,V2O5 | PEDOT:PSS,Ag,Unknown,DMF,False,100.0,Spin-coating,N2,0.05725,False,0.88,20.97,0.64,11.23,-JXKgjLqCWZUCemFJYHdBEDvwjzC
MAPb1.0I3,MA,Pb,I,1.6,none,none,Metal,Unknown,DMF >> IPA,False,Unknown,Spin-coating >> CBD,Unknown,0.1,False,0.8220000000000001,17.85,0.534,7.84,-JZsK6iHwPPaIzF4zYieXEvIDH_q
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Au,Unknown,DMF,False,100.0,Spin-coating,N2,0.08,False,0.93,14.98,0.551,7.68,-Jkh-WUYvqhRkwMgaZm2RWqhIlYN
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,Air,0.12,False,1.11,21.62,0.76,16.9,-Jp3sW5-M4m9S0AQ7OasJOSRT84J
Cs0.1FA0.75MA0.15PbBr0.35I2.65,Cs; FA; MA,Pb,Br; I,,SnO2-np,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,25; 100,Spin-coating,Unknown,0.1,False,1.14,22.78,0.755,19.61,-JuLp9wjsbPAun7hnNbOcX4dLvTW
CsPbBr3,Cs,Pb,Br,,TiO2-c,Spiro-MeOTAD,MoO3 | Al,Unknown,DMF,False,335.0,Spin-coating,N2,0.06,False,1.1,10.8,0.6890000000000001,8.18,-JvPQfqdg7gf46XphjGv6MjDAWT6
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown,Spin-coating >> Spin-coating,Unknown,0.075,False,1.001,17.7,0.6829999999999999,12.2,-K6DGot1BARdoQgzlzfEQLNcT5ST
FA0.83MA0.17PbI3,FA; MA,Pb,I,,In2O3-c,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,Unknown >> 150.0,Spin-coating >> Spin-coating,Air >> Air,0.0883,False,1.137,24.25,0.795,21.73,-K93Pg0Tta0oHkSpgsi0Ec5N-a69
FA0.85MA0.15PbBr0.15I0.85,FA; MA,Pb,Br; I,1.63,SnO2-np,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,60,Spin-coating,N2,,False,,,,15.77,-KJyLETKGDyM4RxqeLHtyd8O6RPC
(CIEA)0.05MA0.95PbI3,(CIEA); MA,Pb,I,1.61,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMSO,False,100.0,Spin-coating,N2,0.16,False,1.07,22.2,0.736,17.45,-K_1xdVLkcyAhmvzTHu5a0lf6aYk
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,SnS,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.16,False,0.944,21.22,0.617,12.36,-KlJM7V6PsLVukEeXFmGmcvA7_Fp
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,PDI-T | C60 | BCP,P3CT-Na,Ag,Chlorobenzene,DMF; DMSO,False,60.0; 85,Spin-coating,Unknown,0.09,False,1.092,22.35,0.836,20.41,-Kq9Ay_f-LkzEg-P1hwkvxO3zyo8
FA0.5MA0.5Pb0.5Sn0.5I3,FA; MA,Pb; Sn,I,1.23,PCBM-60 | BCP,PEDOT:PSS,,,,False,,,,,False,0.87,28.38,0.87,18.13,-LH_6bNHhpcbC5ZumhMc9UgeYx-r
Cs0.05FA0.81MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,1.6,SnO2-np | MSAPBS,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,120.0,Spin-coating,Unknown,0.1,False,1.19,22.84,0.779,21.18,-LRptRt8GY7kdvpRP6Zk_y5tZgSh
CsPbBrI,Cs,Pb,Br; I,1.75,SnO2-np | LiF,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,170.0,Spin-coating,N2,0.0737,False,1.16,18.53,0.7879999999999999,16.96,-LqSBj7zOwzl8HnvSedIWpQkoub8
MAPbI3,MA,Pb,I,1.6,PEIE | C60,Spiro-MeOTAD,Au,Unknown,none >> IPA,False,Unknown >> 100.0,Evaporation >> Spin-coating,Vacuum >> N2,0.15,False,1.03,18.2,0.736,14.8,-M5QB1Pll31akfVNln51PfGxbNd8
MAPbI3,MA,Pb,I,1.6,TiO2-c,none,Au,Unknown,DMF >> DMF >> none,False,100.0 >> 100.0 >> 175.0,Spin-coating >> Spin-coating >> Gas reaction,Air >> Air >> N2,0.09,False,0.74,18.0,0.58,7.74,-M5aGovYZhQFbo24cxddTSTLdSpi
Cs0.15FA0.85PbI3,Cs; FA,Pb,I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,130.0,Spin-coating,Unknown,0.25,False,1.03,22.21,0.64,14.6,-MEe2-ucteIT8vnnP_1qAoyQP5G9
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,IPA,DMF >> IPA,False,Unknown >> 70.0,Spin-coating >> Air brush spray,Air >> Air,0.15,False,1.05,19.3,0.74,14.9,-MK_JhOXgMAmp0TEtSywXcyWOzBJ
MAPbI3,MA,Pb,I,1.6,PCBM-60 | C60 | BCP,PEDOT:PSS,Ag,Unknown,DMF,False,90.0,Spin-coating,N2,0.08,False,1.04,21.09,0.71,15.57,-MXIqZZw_NHCNKrNI3SGAlLEpcdb
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,100.0,Spin-coating,N2,0.159,False,0.977,18.5,0.727,12.1,-Mf9a3lkJ9kUj8OUgaGyCPI0QBC8
MAPbI3,MA,Pb,I,1.6,PCBM-60 | PEI,PEDOT:PSS,Ag,Toluene,DMSO; GBL,False,95.0,Spin-coating,Unknown,0.1058,False,0.96,20.1,0.78,15.2,-MkqjGw8W8lYj8aXhNE2IKQMyUY9
MAPbI3,MA,Pb,I,1.63,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMSO >> IPA,True,Unknown >> 100.0,Spin-coating >> CBD,N2 >> N2,0.1,False,1.039,19.71,0.609,12.34,-MngOBBImCCMSzBoIZj4hTbX9CyB
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | SnO2-c,CuPc,Carbon,Chlorobenzene,DMF; DMSO,True,100.0,Spin-coating,N2,0.071,False,0.98,23.28,0.67,15.39,-MnibvZC9Pl-HHBxoiKneFE4uNUG
MAPbI3,MA,Pb,I,1.6,PCBM-60 | C60,PEDOT:PSS,Al,Unknown,DMF,False,100.0,Spin-coating,Air,0.09,False,0.93,17.44,0.6,9.75,-MoFRZXlQVl68z3LR8nFemex5kxr
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiO-c | PTAA,Ag,Chlorobenzene,DMF; DMSO,True,100.0,Spin-coating,N2,0.1,False,1.075,16.099,0.536,9.3,-N1igYPo9Fitdgv8MU-xNhtLGm5T
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,PCBM-60 | BCP,NiMgLiO,Ag,Chlorobenzene,DMF; DMSO,False,150.0,Spin-coating,Unknown,0.09,False,1.03,21.98,0.7340000000000001,16.62,-N5wstULyxzCu3F8guTMFtncMNmh
MAPbI3,MA,Pb,I,1.56,ZnO-c | ZnO-nanofibers | PEI,Spiro-MeOTAD,Ag,Unknown,Unknown,False,Unknown >> 70.0,Spin-coating >> CBD,Unknown,0.1,False,1.0,22.6,0.74,16.86,-NEHb6RaFoC1VvB4Dc6ZpIRHu6rY
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,P3TAA-co-P3HT,Ag,Unknown,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.053,16.56,0.64,11.16,-NJ2TjXXnbGf4jJaC74NHTArt1PN
MAPbI3,MA,Pb,I,1.61,PCBM-60,Spiro-MeOTAD,Au,Unknown,none,False,Unknown,Flash evaporation,Vacuum,0.1,False,0.99,15.81,0.64,10.01,-NJh8VckAJo3-ALvL6MOmlzHuEL9
FA0.5MA0.5Pb0.5Sn0.5I3,FA; MA,Pb; Sn,I,1.2,SnO2-np | C60-SAM,P3HT,MoO3 | Ag,Unknown,DMF; DMSO,False,Unknown,Spin-coating,Unknown,0.1,False,0.48,28.7,0.66,9.0,-NQcXUuL9tU5xi09vDZJceaIkro5
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiO-c,Ag,Unknown,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.09,False,1.13,22.49,0.78,19.82,-NVFD3CB0bWXVMOuicdAQ7Ao7FIE
FA0.05MA0.95PbI3,FA; MA,Pb,I,1.5,nTi-MOF,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,65; 135,Spin-coating,Unknown,0.12,False,0.991,20.98,0.594,12.35,-NX3wHjKfDP3xEl42QEFtwuu8JB3
MAPbI3,MA,Pb,I,1.6,SnO2-np; ZnO-np,Spiro-MeOTAD,Ag,Unknown,DMF >> IPA,False,70 >> 70,Spin-coating >> CBD,Unknown,0.04,False,1.06,19.5,0.643,13.2,-NZcPJJTJtC1yE_CmMovJVjcx4-A
Cs0.05FA0.83MA0.12PbBr0.36I2.64,Cs; FA; MA,Pb,Br; I,1.61,TiO2-c,Oleylamine | Spiro-MeOTAD,Au,Anisole,DMF; DMSO,False,150,Spin-coating,Dry air,0.14,False,1.2,22.15,0.81,21.53,-NdE3UuZMTmj94JiOwUhrK76awVj
MAPbI3,MA,Pb,I,1.6,SnO2-c | TiO2-mp | ZrO2-mp,none,Carbon,Unknown,GBL,False,50,Drop-infiltration,Unknown,0.107,False,0.88,22.35,0.65,12.69,-NiPMe3bA1Q8s4eKLTch_VQs_3KV
CsPbI3,Cs,Pb,I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,350.0,Spin-coating,N2,0.09,False,1.03,18.3,0.72,13.6,-NpS7RbeCnrpiRwNiMuq8SjXR--s
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,DMF,False,90.0,Spin-coating,Air,0.1,False,1.03,21.1,0.7709999999999999,16.8,-NwcQkK7a4HnsgLUu5bdRxZY7KTB
MAPbI3,MA,Pb,I,1.6,PEIE | PCBM-60,P3HT,Au,Diethyl ether,DMF; DMSO,False,65; 100,Spin-coating,Air,0.12,False,0.938,22.73,0.7120000000000001,15.18,-Nxbc5LO9wZ6-XNT5N92hNnr4e31
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,DMF,False,100.0,Spin-coating,Unknown,0.1,False,0.94,17.9,0.66,11.1,-NyxaS0smagU6toWZF5HvItK6HXQ
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,,PCBM-60 | bis-C60,PEDOT:PSS,Ag,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,Unknown,0.059,False,0.99,21.67,0.77,16.62,-O-RbbgIUAN633sGnghbVHotFf2M
MAPbI3,MA,Pb,I,1.6,SnO2-np,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,130.0,Spin-coating,N2,0.1,False,1.08,21.39,0.758,17.5,-O1_5Nt4cP8gMxSWv9LL4X-nw8uc
MAPbBr0.75I2.25,MA,Pb,Br; I,1.7,PCBM-60 | BCP,PTAA,Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.08,False,1.14,20.3,0.7959999999999999,18.4,-O6rax4VjeYofnKf2EAPgfEpPmsq
FA0.29MA0.71PbBr0.3I2.7,FA; MA,Pb,Br; I,,SnO2-np,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,70.0 >> 150.0,Spin-coating >> Spin-coating,N2 >> Ambient,0.1009999999999999,False,1.01,22.33,0.71,16.02,-OOhPMlnZEabxC3ZFoI4WVSgCgtY
CsPb0.997Zn0.003Br3,Cs,Pb; Zn,Br,,TiO2-c | TiO2-mp,none,Carbon,Unknown,DMF >> Methanol,False,Unknown >> 250.0,Spin-coating >> Spin-coating,Ambient >> Ambient,0.1,False,1.485,6.34,0.813,7.66,-OVZ1l-VSxrOrbubNeiYXdT4ShOh
MAPbBr1.25I75,MA,Pb,Br; I,1.76,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> none,False,110.0 >> 70.0,Spin-coating >> Gas reaction,Air >> Air; MABr,0.1,False,1.07,12.22,0.65,8.56,-OXj5HTfcgl9cToHzuYl8ZLBVWFe
Cs0.07FA0.7MA0.23PbBr0.69I2.31,Cs; FA; MA,Pb,Br; I,,ZnO-c | ZnOS | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,Unknown >> 110.0,Spin-coating >> Spin-coating,Unknown,0.1,False,1.121,24.1,0.767,20.1,-OcOAAp6KO7mDPomxZ6SCVedyh_t
